address,balance_raw
0:80412a76e4fe1ec7baa174e3a07872dd8e1e2ac51c8d1950b3f7bec9c813eee0,1500000000000
0:f7f17171507113ca8bd343495deea6b73c4fb760844763c546d4347af1975a4e,1500000000000
0:0f8622903196954d9e878f14e7c73bb048df68d303f10d931096ae70fdc18dc1,1500000000000
0:85f2c9af9d041addc71844e44c5eba166c0142aa87df9babbeabd2cd07ff4381,1500000000000
0:89fd42bc3b32285af9c6c43d8aa9fd8a6b4b5cd255607c962027576f00ba4f88,1500000000000
0:cfe3a4db2175db629abfe49b336ba1a57d1c3c9b1e7a78a863908721f1446059,1500000000000
0:86dba4214b2b0ab43b3e44c083d0696ed5d5c07ea5afad821bdcfa0e88e7b08a,1500000000000
0:7acb02c1d773f328adcb494625edc36dbeb5e9678c46f02ec9315034725bf7ec,1500000000000
0:38ecc0092a6a9a46f4bebbc2a14f08cf91abfa4b343cfa83967748867ae6d553,1500000000000
0:7631ceadb22133635f8f0ad2688fd868625eeee40502da0adfcd181c41d51917,1500000000000
0:c944d11e127bcbc383653bf969accdf64b4f74dd3de88c739097311e0e5b0e32,1500000000000
0:80334318b7f47ccf2493155e220321dd97cb7c1146af3d029bf090aca2d7c487,1500000000000
0:b6544240e571271f7ba917768596fba2d0205943f437336e63d45a9b118b8299,1500000000000
0:4f6c6eaa4209087d6ff5c924fdb0db724ed23fe602183b4bedb756003e21bfa0,1500000000000
0:4bd69b75bfcf5af5595cb8fb130ce39231c623983829d8f699f81e7f48a5c294,1500000000000
0:77dfdd0c571cb0824782be6dca239f82e24d35ab406aad9db3ebd6c6d0dba81e,1500000000000
0:ac0e151c410964cac48eeb3dca6b40aa5f5ebfaf7b693e630b87851e2946fd52,1500000000000
0:20e867cb2a16d9ea3d4eae699aa7c5694ec9ea536bd77217b7ca5185a51c5d44,1500000000000
0:b56f6d2207e65eff31b59a631edc1f444bd70273245eb82028c36d695957dfd1,1500000000000
0:b78e1c08ce9d1d8fc44e0b353790b944faa741b5e78e563d25022d2cf5bf3e95,1500000000000
0:39d5c4a1c9d9336ac06eb56274e41dd68b03a8120e74a5a448f12c20b7989790,1500000000000
0:c80156da04d10c5a5678263c5199be900068a0c7e777c38a7a999bb1ac79fae0,1500000000000
0:ff10906c7ab950291756200d2c9d5a84da8452982ec6f5752cab2a51dec97d04,1500000000000
0:1b6ffb4dad78152a6111203422165b20d31ddaa75f59710915583f376ee00cff,1500000000000
0:7d48aa79ec7b2d1cdbe4c25fc6ad2de607ef88c51b10153bf2a86e590334acb8,1500000000000
0:cc31af556bf975ea815840ae32a4a8afd8f4881c20b7078e6dccc860ea64a4fb,1500000000000
0:05a49cbf882dd306cccaa35cd89ae8d3f447000d1ead959b8d35d97af54ef518,1500000000000
0:aadd4e209b4332a516751f1c06146509b512d5d38e4a7be601d2ce6c1f0bb458,1500000000000
0:41bbfe739707c5238aa87fee2baeedc63546ae7d86ce1fc0347a1e92fe80f1d1,1500000000000
0:ff8fb7cf5942aff6678452155b13623fe4cf4b87376a509eb515b85e00641656,1500000000000
0:d1eb103c31cf29e918bf2e455af842bd4ac93c224158c851705a7f047a9565ad,1500000000000
0:2b76e869db7285eaed3b3af1f817e4120b6944ad77ede8c46038ac3d92f3c616,1500000000000
0:ea42f565c270fc713d6dba903c8ff5a2372c35fcb536ede656e53a9ad5aa46a1,1500000000000
0:06bd98bbeae3cc884e11accc207537200db15ddeaae0c5809887ba586ae4fbf5,1500000000000
0:a7dfc8ae7ebc7c4fa189f20ffb8e294bd8b07d0637cbc59856635347047d1f3b,1500000000000
0:e757aed8decbeb9aca36eeed61fa39f53d5162270bc06770d7773cddff163dc9,1500000000000
0:3927098716bceabd9af66b09e802965a5df791a1a1a6e7040147f972a9039062,1500000000000
0:51625932110be3bb455b4ef7a60d5cc8debad8eb36de4090a7687c567b2ec699,1500000000000
0:b68a7d5fec6543af248277748c810258cdec406b09de37e8f192c860b9945381,1500000000000
0:8e44d5844285cba0d584e6ca097d05a3dd9330b7685818f64b6813d25632c59f,1500000000000
0:3c58b6802c93c28185051823e9d457ef02c836a4266a897f77fa43c9d184d077,1500000000000
0:dad52c170aaf0265893a9ab34c20183888545d78cbd76659973090fd4d8662bf,1500000000000
0:0f51656ba4782474c5b830d5703462a856a63dd002960564d733c995c3867758,1500000000000
0:f17398dc87659c8623ba432da51f175290b32e26c664cbf9c9321b95f32c56e0,1500000000000
0:3544dd0b75c8b6856c8f8104bcdc515b914879aff8ae68e12aa0a1fefee09bec,1500000000000
0:527c1fe85fbf2fb5d56398db279d2eb56a2877b2bcd9d64254064dd66f5150cc,1500000000000
0:2f36abbd29842d6ccfcda5241c551bfa783f236b0d155e0abf14fdf7c23620af,1500000000000
0:bf52d37bed4c3609254276bad44670e2b293a447a68d0e2536692f9d9177ca49,1500000000000
0:f31ae6419f2a73d273289d1bd5090ecb992f5024f9db8ad42eeb1cb5f41bf427,1500000000000
0:ae289ba97bc963cea40c14bde69e0dd29e21f2c70555e9e5f7b9a640649133f5,1500000000000
0:db5eacb48968be7768aab6a38d4402ba48c76a888de990553cc0f763c50a6e35,1500000000000
0:1ca41e014fdeac7eef6ea26ee4f8cf6c2f8963336dd1d9a3c6d96170798e47a6,1500000000000
0:fe8f63910af8c2299d9f23befc12d671c85edaaa56b2122125d352033a018808,1500000000000
0:76f16be8d4c68df8da18205905e3391a68850bea9ca3c18a7513d6a3a6314b4f,1500000000000
0:a14c26cad7ca1a65422dca428a98c88473c4dbdb562b66ca53265e21b017011b,1500000000000
0:717108ec3cdeaefb604bc89007ec1cce5231f56b1d52fda9d8acf1e8ea1c8777,1500000000000
0:35334c8783943e8c3d3b8f280449bf88d7a8a89132b08ea380c0853603e47067,1500000000000
0:8b7f4e8878e194eae4f5837575c0f8a85235862ee0b4e091503ed65fe6af7020,1500000000000
0:26a0b391170c4c527e503735675d3bdf1121fe3e1ee146d0c883b46cfa5f688a,1500000000000
0:228ced73ef194db43a1ff61de9d95696e88b7efda2e2caab946282770f1669b9,1500000000000
0:830e762f635c7976e6d423d3587d25cdee98fd154cbd68539e17b51ef112ac95,1500000000000
0:7cc32036505c7e60cdcc07133640264a94529fe7c1c05079ae3addd69a61f3e2,1500000000000
0:77600adc2fd9c75e76825cf253a3a57efd46b31a105c3b419f7a941dcf68f953,1500000000000
0:f45aef1b1a0b02a10273e01ec62fcecaaa176e2268e6e5125068f328e2fac094,1500000000000
0:c5f9d7b32b4401785525e753ad810e960dc60dda2c16cc53bb5a9be7893cd567,1500000000000
0:b5b8f6eafcb1d5eabd5ff18fb18ef446e769735091f418c52eeea274f9290c60,1500000000000
0:6bf391b9ee827c5ed46a5f019e9ccaa5e10ea88759d469c8fdf2c34652bd4638,1500000000000
0:63c3a7965a66e58ebf4b2719db120362bdeaa81166ecd1ac7bf3654c7c05a71b,1500000000000
0:abacfba2cf29496ccea679ed8f258c25a65b2d27d5df36ca4b42b7fcecffb79b,1500000000000
0:d5b645279291e797166d3e03eae60d791ea6da4f64153c3321c955f5f0acd992,1500000000000
0:cdb185dae3b1f9a662448661f9059f18ddaa187fc3bb8076d22330024d1dd804,1500000000000
0:954d3397785807ef53a14172452069bc705531302e1788bee152d2862f811f2f,1500000000000
0:f17e42a6a2faf864892b9d2032d0ab8e794261ea9bcad366e45a45f30f8d3848,1500000000000
0:1849053d24e8904a4444dc5bcbf9a73f1c9d364186a07745a29795bb41396e44,1500000000000
0:5377a188d1d9c1074b23954adde178a594ab423e8bdef8de1669ce75932aad2d,1500000000000
0:5c18bc1b4a7fbccd62f5fe4af2e970b86ce86495c4e2e8ac22c84110b81c65d4,1500000000000
0:7c9dbe5823a16788795a2c2cb1e8adf169f3f53257cb5ddce7bde13375e7bd20,1500000000000
0:7e4dce39add92b470a5b5aaaa7eddf1d3441b1f8ded9212b4d11f33b7f007d98,1500000000000
0:493d8f0d6714d8aea189ce3aaee4842b2a97fdb8f42a07cb8045e398a1e274f0,1500000000000
0:9f6269037c149e8f6b917a488632aaa9c7630b5be589504ee22a495038a7e397,1500000000000
0:24a4b70d9b07e77625b909a998c1a453dea72213ddbedce5d00383ed64593f65,1500000000000
0:d9f878c97dca43e2f15fb64ba33acae641826d0eb53bb0d3ca84c566c6356a4e,1500000000000
0:ce7e18721ff2e1f549a0fbf68b6dab7f872df2772c228504cbabb5a75f94d434,1500000000000
0:025a8e07458e5091fcea202ce81e76ae41f5107ca505afc534adf6f1a5790cca,1500000000000
0:11a1873372f0ab7fdc0197afd830cb204b10635619dfa75ed069159e83ccd8bf,1500000000000
0:0d9951ed992a543f17aba64d49d64e64dfb50e5ba2e95106628fd6077e1dd455,1500000000000
0:26945fca6989235be9d0e873221fca710f073f1d8fd74c4aff55d126e88287a3,1500000000000
0:efe6db9fb68ac26a6acc815a33f3e58ce867ef05834ec33a48dd1e3b7bd28cb3,1500000000000
0:ac5555419f953a0b07eb4d33214bf9a440a5c70d61cc032d6c716bd374b376ca,1500000000000
0:f91fdfa2072e7af290720e5f38ac7f60cf182d40651f307e7bad7cefa75ec764,1500000000000
0:8f6ae6626358db6ea84aa8199150b11c3f9d3829c3f27445cbdf99b1d13a00a8,1500000000000
0:bea38aa29c368c4a71416b6c6841393e5b78e945690877866cd53f75b3de0c85,1500000000000
0:210c091fbbd72510b322f49bde7570633e3c4fca24670544ab012975ea876698,1500000000000
0:7e3be5c1626a258c23976d2b2849336388b216248b0b7e886a8edd138d9a8b58,1500000000000
0:5c3b63489c6f35d9d816acac0a61931bed7aed3f4a3c1b0fc4a178e0d87ea01e,1500000000000
0:8fc05e36a96d889e9b07920146f77e450cb688391f8157cdf8e03cc7a1057d74,1500000000000
0:2beb5b356db85267e2953ef7850bf1b5492de17ff07892489f299ae09b4d6702,1500000000000
0:ee5e2077c635e1be95a7c2ceafc2aa1274b2f96d2d82af9acc958bce07dfe006,1500000000000
0:5648571da508a7118c4c98ddecc8b791ab2238cf1c7a783f3c05afa9e5e84bbc,1500000000000
0:e2ce1bf861bffac1979ac317b18db198bec618c73417d529d3a49ff2e78234b9,1500000000000
0:5833c81726dce28afd63cb9f4bfcd25a40b953679d3693ac7dbafd7ff03cec2b,1500000000000
0:25aefbe0c450181a477598c5fa5ef32b11c3e5afb2bbf1113f47040fa561a7e9,1500000000000
0:dba15af5b076c483b6b3cd8a7c42967ff90c40fc044a05506643001b6914ad77,1500000000000
0:c3ce282272fc042040aa3a0659bf260bd87cc88135e234698984e478dd462605,1500000000000
0:b501fe99b735882e7c13bddc8c7743227e80aed1e26967ced377baf550290518,1500000000000
0:d592053248007cf9bcb1c442dc7fd2c56f11299a8e3bb5a00b21fff4c53d14b6,1500000000000
0:a47766dd6a87176503d72dcba2d5e6762c431c1430f075b43faffdeb7b41f818,1500000000000
0:f673912688608e017847c7bf84ac611979720994bc737e26d855c168b4cef86a,1500000000000
0:a9b88321cb91d07320f9bce78956968ad64623f94976c85cefdfbd7763a8c014,1500000000000
0:23d7422800295f4ddb1580555fc02ed65c879c4d6d3d9cfa930643f0ad3ef187,1500000000000
0:36760bbd0e11ffcb11123eb79a2e9aca0bb0cc02292fd0a2f1a9238a4f81c554,1500000000000
0:f30b3f71669755057ab9bf308f27dd9bad8e2ba97f822d75127b304895189195,1500000000000
0:e7bbf62f77916d74f04f5e2b0585302af31820e5b3cae0a647f238aa14c6c991,1500000000000
0:f8dcd619615a15413c530d5644b812bf7dc433dd1590252cad32538eda5a1724,1500000000000
0:0649d02f36cf3a0dc35bd615e59a939bff823b53b69b57f2e98e0f06b9e00610,1500000000000
0:28428eefe92bfc91276b8740de7bcfc54ff4ba63fe7385c3e8edbdb8b4cf1217,1500000000000
0:1b226cf55f60e6eb3827df9f23aaee8f27b2b5371f1bf733780326bf9bb4d4d2,1500000000000
0:93dfa89b2631eef0790b8c1a2a11bdeb7528fe14ef6f90372e25a7d6d29e7298,1500000000000
0:c52024b17183ab51947b42046f1455de74eac485db7c20dd91481e4e015e0291,1500000000000
0:61ca97a0f1f67115d13c7df265c21907508edc828f57ac19a8899ee8ebb6d04d,1500000000000
0:de5d484c9e388c25a9795c55ac43e98db1ad5c19a85dad85874872d642973e61,1500000000000
0:8ca15fc82385f09897fec7d8f3308833dfb2289df1cc93ecc92e3fb9a3d6f2e9,1500000000000
0:a534cdf9358e226ead6c01d01f82858674f5d212de1aacf4a81442a6df6480c0,1500000000000
0:e90a4a2fc2fdaa3b11f62ad3db54eba2c46f45e5f880a590b7f47c891c683f68,1500000000000
0:9f9f9ec6a11cdb5b9c24b2a8a4f2613e0f5bfcbe01a808de1aa2e9f9d350203e,1500000000000
0:7c17049e857fadd724cb42c89f8ad82ecbc1318d1dbe590cdcbb03793f99409a,1500000000000
0:c451b2f877700a6e938b135625b8a1de19f2a56b2fa38c4f63bcd384d248ebe1,1500000000000
0:a1ef6f5d3d99bb954f2f7e79cc1cd1b59e24a42303347649b8ded633a41e89fa,1500000000000
0:0dd2fef682ce6ad2836c6670b137677617bdf558f6ade08c9742acf6ce32e892,1500000000000
0:d6e22b7638bfa3684a9cfe13e4221b3f3ca2428d6866f52d0e699f05bc8a5a7c,1500000000000
0:1004ad84e7daf9cf45e66a86672ec302b53c47631d72fd72c96bc7a5102c2113,1500000000000
0:91be81b30fac20f78c79971df205c27cf47a375c2771681d6c5953869ac62ab7,1500000000000
0:fef7fc3685316b42dc649a3347b73d9ac2a1ad4b7971be8c4143f3d5e15e0760,1500000000000
0:c811244f8d854b8e31b60c7ff0e517e2f338fefc7296b0d8f7408df54a4d3e9e,1500000000000
0:8a0a2357007ea6e4ff15ffd5db891f1627c1212638a826f3d133212334fa2c0e,1500000000000
0:73d95e379c47b0d404b7b3b0342d800bab8ee3f920f5dac3a5da7edb2c7e94cf,1500000000000
0:04da04504c940bdff54c72e6b70e6bc75456be91ffe20d790d1f4b8e83330979,1500000000000
0:c47bd4784f2d6ae51434ca9e04b5f873340eac133eef155a5e3e5009b8c1380a,1500000000000
0:9c7167d56bbef7e8734c75bc51fdda2ffd1e50512933be76aa0062100a24616c,1500000000000
0:bcf9447020e623303d820a6eddb8e5c38cb85b8c61cd1bdae919de7e6f379d45,1500000000000
0:96f64776d6607aa6beca20dc3901de266c003550591a77a68957f4b4cfc25a79,1500000000000
0:2cb57cdadfb4c2d4cefde3e3479b11c86e423f529176e9f493153211ef36d762,1500000000000
0:8b34c17ccd7caa97b5c2996b91573b8db5ccf357c70501a04e867231a931b93b,1500000000000
0:95df5493203391fdb4a8a239b245a2f15c3dff2e76f46d1eb75cdf03eab85fde,1500000000000
0:4d51de5ca9092c36cacae5f80d82dec3c81c04957b243022009e10c3a1d16e68,1500000000000
0:6c64e368db06a6f4336cbc91d1668f73d29e7c30c81236d98ab3cc217260248e,1500000000000
0:fd4b149fd2d7f37918146253fe6b1a67bcd39acd57d0ccbf9454d276718422bf,1500000000000
0:006d011122b1e00dc4bae908b2b6b33b5f061ff34db69489568a25a609f6a663,1500000000000
0:3caab5a44464d8f5427a2e245750ceb5c0f0461e820562c333d04e718c36e62d,1500000000000
0:5a971c7305df8f2c3faf37a7ae56f9bb1fb46a5cd18293001b03a3cbbb27b848,1500000000000
0:9e73693dfd93e92910eebcabbcdd404d1a7a5acc9048e99e7b06d77aa56b8642,1500000000000
0:bcca8321d5e0efb88d42a71141b33ba27e475d1978c7cf1e022a5fc9c509b22e,1500000000000
0:99af6dae1e408a84c03917a8ad5d8a8a3575fec77ffa25451c803c84b9b216c9,1500000000000
0:f3430862bb55d03549daf5ea7943fa9780cc4ba156e4733933f734259f989629,1500000000000
0:827fc37fe6bad8bc306aec4291e7e50ba04acac127a00afd995295dbab89c1f2,1500000000000
0:65e7c37adbebb9dcf74be10c5712814f39c1e482bb68587f2d3f1126ecaac65c,1500000000000
0:e1f089c404170c3fc95b297f22f84f6ef7026239f73afdb1692bd37ca8158536,1500000000000
0:2f301076265422e14e22ebf02a555c19d5a4110d4be7fb45c58bb8925c8afc69,1500000000000
0:b4f70e1d2ddaf7c942d97b41fa0e5c9f800fc9ce50169cf4767a2f7190ef8e15,1500000000000
0:8301d7f0dd7f2318a5e9db3fa779e005d037723659c72cf6b4bd8004baa5b157,1500000000000
0:052bd1fa02eac3af643a198b864ec8f4cddd94ff87ef3d60f6e31cac531d467f,1500000000000
0:30cab65202ca61d88c9396549ba4aaf0f6f56d7f8ecc81444ff739eb96f157bf,1500000000000
0:a8ce27319ae44ba41c7eef2551604b2620dd7daf67a1120fb2ead7a47c4c73bb,1500000000000
0:7033d700fa215cd18cde798f3146d71ab4b0b837c7bab5f5d8dcb7b99787aa4d,1500000000000
0:4d23a5bb1448be2484834755df4c30b0126b33d0ed6e3bdfe9534b81bba58020,1500000000000
0:92e9fa85adabaebfb4e97764db0b5391ea888fe96ef16bbdf00d1745b87f4bc8,1500000000000
0:c8301e5a6e55179c2c7ad074bbd9a8d0f260e8132b25d462b85d95b5be05d73e,1500000000000
0:67943f26658b3637453e88e6a839e65bd52f29084546932f47ec0cc7157145f4,1500000000000
0:09a60c36e31b79938be7f6d161636f8046beccec6756fc3ee4934ce67504e9f8,1500000000000
0:93fd41d83cd95d807504775f015cfb20d1e8ec8642e9aa79541a5f270b00a49a,1500000000000
0:cf18d709a7983e3503f112b8007173560fb65504381fc02763b35e7fcea4dca2,1500000000000
0:06034eec2954e32120502a956fe3d56621d81f59558957246c7984605e57c0d8,1500000000000
0:3e7423e05ca3f5530a76a5219525c3dbd256a519bed6beee440a1e881ee7366f,1500000000000
0:d3d2bbc1dd26afce47985e4c88faecfd2b43e9a32a08b3f286155c24b4ccda9d,1500000000000
0:895c36cba148965a557bc0862abe87518bcfcccbf21b2c92cbbfe0b68d554500,1500000000000
0:330175698b4cd2b3af983c1ffb64967d91b7321e030f3cec1eee174c02afb78e,1500000000000
0:b138b0a6c7b219440e8ed1a8b6fb45636cc6e99be167b7557b42f98b9ebf606f,1500000000000
0:dad27d002411f32c2a5071d98a117f89044d1d14daed79b3d648e6da56ffd70e,1500000000000
0:3258d78fc8cf05245c3254a2f2b8238eb163b46109a13023a00f4e3191219e58,1500000000000
0:1e4d558c7b48522cdf077f8ba63913d709b1d20f37a04c2669c310c5e397ad9a,1500000000000
0:72eacd3a3a821607c646141990ad66b57e3b025530923270cde2d9bd01cc0ab9,1500000000000
0:5e2c4a7c21cedd009325c395419651b4235b2a849006f53b13e1c10329db3d4d,1500000000000
0:21a6e995287e3d8e30f0c1b3277df5dafc25f934595afc6a84d3a429e0610619,1500000000000
0:0b6383c029db7f1ac03ec2655eb202f0964f48ad50831f0575219cf42247c339,1500000000000
0:c4a8bb239689751345b96734e6c1260d83e24e38b652b652561c88ebab9e0f86,1500000000000
0:8ab625080d51b72af472e852f5ef298e778cf11582c02d0d1e2d3fafd68b093c,1500000000000
0:a99291a5d447c4090c999387a3380ed860a18c20b2ba38565294af88feef84e8,1500000000000
0:f121aa1c4d3a0809c62b60e15070de0134b488f90fd4266b70728504c2a0d2ef,1500000000000
0:000e9da2d5443304688b6327e3a5831cb28724459223a51becee2c246f833853,1500000000000
